"@timestamp","system_name",message,"operator_id"
"Nov 12, 2022 @ 23:59:51.977","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598885^00600888880000410329^0037713898^00549^BG12491^SPS08^1^rf0252",rf0252
"Nov 12, 2022 @ 23:59:50.357","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599443^00600888880000491461^0037616067^02703^BG12658^SPS07^3^RFOKSB887",RFOKSB887
"Nov 12, 2022 @ 23:59:23.824",sps08,"{""message_type"": ""user_login"", ""user_id"": ""rf0252"", ""event_time"": 1668315563.824612, ""time"": 1668315563.824605}","-"
"Nov 12, 2022 @ 23:59:15.580",sps07,"{""message_type"": ""user_login"", ""user_id"": ""RFOKSB887"", ""event_time"": 1668315555.580508, ""time"": 1668315555.580497}","-"
"Nov 12, 2022 @ 23:58:51.768","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00645^BG12656^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:48.577",sps02,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315528.577631, ""time"": 1668315528.577618}","-"
"Nov 12, 2022 @ 23:58:45.311","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599794^00600888880000430208^0037604949^00662^BG12489^SPS01^2^rfoksc144",rfoksc144
"Nov 12, 2022 @ 23:58:43.270","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00883^BG11229^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:39.590",sps01,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315519.590608, ""time"": 1668315519.590598}","-"
"Nov 12, 2022 @ 23:58:39.419","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599789^00600888880000459707^0037854981^00129^BG12733^SPS09^3^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:58:37.050","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599314^00600888880000489827^0037380235^00190^BG10100^SPS01^3^rfoksc144",rfoksc144
"Nov 12, 2022 @ 23:58:36.072","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00645^BG12656^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:34.463","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599789^00600888880000459707^0037854981^00473^BG09490^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:58:30.389","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00883^BG11229^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:29.283","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599789^00600888880000459707^0037854981^00338^BG12389^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:58:27.411",sps09,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315507.411663, ""time"": 1668315507.411655}","-"
"Nov 12, 2022 @ 23:58:25.206","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599719^00600888880000458047^0037888591^00441^BG11544^SPS08^1^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:58:22.415","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00645^BG12656^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:19.848","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598911^00600888880000435449^0037864139^00730^BG09482^SPS08^2^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:58:16.816","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00883^BG11229^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:14.467","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598911^00600888880000435449^0037864139^00591^BG11282^SPS08^3^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:58:13.275",sps08,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315493.275813, ""time"": 1668315493.275798}","-"
"Nov 12, 2022 @ 23:58:11.583","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598809^00900777770000566310^0037783305^02328^BG12345^SPS09^4^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:58:08.230","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^02418^BG12130^SPS02^2^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:07.776",sps07,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315487.776347, ""time"": 1668315487.776336}","-"
"Nov 12, 2022 @ 23:58:07.240","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598886^00600888880000454797^0037061660^00487^BG13247^SPS08^3^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:58:05.364","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598809^00900777770000566310^0037783305^02298^BG13237^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:58:05.199","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00883^BG11229^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:58:04.791","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599898^00600888880000480117^0038060448^00888^BG11248^SPS06^2^rf0ks161",rf0ks161
"Nov 12, 2022 @ 23:58:03.247","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8590281^00600888880000411072^0037614773^02884^BG11583^SPS07^3^rfoksb159",rfoksb159
"Nov 12, 2022 @ 23:58:01.895","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598886^00600888880000454797^0037061660^00599^BG12207^SPS08^1^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:57:57.598","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^02418^BG12130^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:56.961",sps06,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315476.961115, ""time"": 1668315476.961104}","-"
"Nov 12, 2022 @ 23:57:56.810","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598888^00600888880000473137^0037405461^00129^BG12733^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:56.730","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8590281^00600888880000411072^0037614773^02884^BG11583^SPS07^4^rfoksb159",rfoksb159
"Nov 12, 2022 @ 23:57:51.808","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00633^BG11243^SPS02^3^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:50.183","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598776^00600888880000407859^0037077492^00491^BG12077^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:48.651","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599583^00600888880000408511^0037572757^02520^BG09327^SPS06^1^rf0ks161",rf0ks161
"Nov 12, 2022 @ 23:57:45.228","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8590045^00600888880000419795^0038086823^00642^BG11372^SPS01^3^rfoksc144",rfoksc144
"Nov 12, 2022 @ 23:57:44.619","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599825^00600888880000419805^0037608734^02727^BG12578^SPS03^1^RFKPARKE",RFKPARKE
"Nov 12, 2022 @ 23:57:44.324","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^02418^BG12130^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:41.735","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^02328^BG12345^SPS09^3^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:41.513","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598911^00600888880000435449^0037864139^00490^BG13252^SPS08^3^RFOKSB063",RFOKSB063
"Nov 12, 2022 @ 23:57:41.246","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598788^00900777770000573264^0035290915^02542^BG09849^SPS06^1^rf0ks161",rf0ks161
"Nov 12, 2022 @ 23:57:41.009","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^00581^BG11587^SPS09^1^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:38.989","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8590045^00600888880000419795^0038086823^00229^BG09409^SPS01^3^rfoksc144",rfoksc144
"Nov 12, 2022 @ 23:57:37.866","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00678^BG09382^SPS02^2^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:37.617","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599794^00600888880000430208^0037604949^02562^BG11646^SPS04^1^RFOBRADA",RFOBRADA
"Nov 12, 2022 @ 23:57:35.954",sps05,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315455.954082, ""time"": 1668315455.95407}","-"
"Nov 12, 2022 @ 23:57:35.117","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^00683^BG11397^SPS09^3^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:34.484","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599599^00600888880000491239^0037605029^03878^BG11444^SPS06^2^rf0ks161",rf0ks161
"Nov 12, 2022 @ 23:57:33.753",sps04,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315453.75302, ""time"": 1668315453.75301}","-"
"Nov 12, 2022 @ 23:57:33.245","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^00581^BG11587^SPS09^4^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:33.228","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^02418^BG12130^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:33.090","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8590045^00600888880000419795^0038086823^00642^BG11372^SPS01^4^rfoksc144",rfoksc144
"Nov 12, 2022 @ 23:57:27.614","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^00683^BG11397^SPS09^4^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:24.699","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599599^00600888880000491239^0037605029^02870^BG09349^SPS06^2^rf0ks161",rf0ks161
"Nov 12, 2022 @ 23:57:24.465","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599872^00600888880000491455^0037827144^00581^BG11587^SPS09^4^RFOSKB974",RFOSKB974
"Nov 12, 2022 @ 23:57:23.214","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8598714^00600888880000475767^0037871746^02030^BG09938^SPS03^3^RFKPARKE",RFKPARKE
"Nov 12, 2022 @ 23:57:23.191","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8599717^00600888880000437983^0037823861^00152^BG11357^SPS04^1^RFOBRADA",RFOBRADA
"Nov 12, 2022 @ 23:57:23.044","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8585927^00600888880000464887^0037650421^00678^BG09382^SPS02^4^RFOKSB523",RFOKSB523
"Nov 12, 2022 @ 23:57:23.038",sps03,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668315443.038808, ""time"": 1668315443.038794}","-"
