"@timestamp","system_name",message,"operator_id"
"Nov 18, 2022 @ 07:59:59.488","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644672^00600888880000430752^0037114782^00068^BG12303^SPS08^1^rfoscott",rfoscott
"Nov 18, 2022 @ 07:59:59.258","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644562^00600888880000446867^0032244501^00478^BG09409^SPS02^1^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:58.293","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644936^00900777770000530577^0037061561^00836^BG12652^SPS03^1^mh",mh
"Nov 18, 2022 @ 07:59:57.198","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645465^00600888880000468017^0037393139^00269^BG11544^SPS10^1^gilli",gilli
"Nov 18, 2022 @ 07:59:56.548","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645828^00600888880000420507^0034132209^00198^BG09817^SPS01^1^RFOGILBEK",RFOGILBEK
"Nov 18, 2022 @ 07:59:54.594","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644874^00900777770000598606^0037579935^02508^BG11548^SPS04^1^rfogatli",rfogatli
"Nov 18, 2022 @ 07:59:54.323","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645629^00600888880000475287^0037395316^00487^BG11693^SPS07^1^rfkscottd",rfkscottd
"Nov 18, 2022 @ 07:59:53.508","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644562^00600888880000446867^0032244501^02288^BG09423^SPS02^2^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:51.992","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644568^00600888880000442277^0037864949^00816^BG11652^SPS02^1^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:51.736","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645828^00600888880000420507^0034132209^00894^BG09522^SPS01^1^RFOGILBEK",RFOGILBEK
"Nov 18, 2022 @ 07:59:48.749","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644995^00600888880000484007^0037836442^02424^BG11928^SPS10^2^gilli",gilli
"Nov 18, 2022 @ 07:59:43.456","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644562^00600888880000446867^0032244501^00852^BG11388^SPS02^1^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:37.607","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644936^00900777770000530577^0037061561^00270^BG10021^SPS04^1^rfogatli",rfogatli
"Nov 18, 2022 @ 07:59:37.096","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645828^00600888880000420507^0034132209^02022^BG09531^SPS02^1^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:36.130","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645654^00900777770000605328^0036051191^00638^BG12613^SPS01^1^RFOGILBEK",RFOGILBEK
"Nov 18, 2022 @ 07:59:34.636","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645009^00600888880000428217^0037594405^02751^BG09516^SPS07^3^rfkscottd",rfkscottd
"Nov 18, 2022 @ 07:59:33.922",sps06,"{""message_type"": ""user_login"", ""user_id"": ""rfobrech"", ""event_time"": 1668776373.922612, ""time"": 1668776373.922604}","-"
"Nov 18, 2022 @ 07:59:32.125","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8645828^00600888880000420507^0034132209^00854^BG12204^SPS02^4^RFOCARSOS",RFOCARSOS
"Nov 18, 2022 @ 07:59:31.604","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8644563^00600888880000437271^0037749561^00570^BG09845^SPS07^1^rfkscottd",rfkscottd
