"@timestamp","system_name",message,"operator_id"
"Nov 19, 2022 @ 15:57:42.050","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000529600^0037881117^00484^BG11654^SPS03^2^RFOCLARK",RFOCLARK
"Nov 19, 2022 @ 15:57:34.245","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663239^00900777770000523794^0035126192^00269^BG12128^SPS03^2^RFOCLARK",RFOCLARK
"Nov 19, 2022 @ 15:57:29.843",sps03,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668891449.843177, ""time"": 1668891449.843165}","-"
"Nov 19, 2022 @ 15:57:29.113","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663237^00900777770000585563^0033097486^00598^BG09413^SPS08^1^RFOBARTE",RFOBARTE
"Nov 19, 2022 @ 15:57:25.914","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663237^00900777770000585563^0033097486^00289^BG13239^SPS08^1^RFOBARTE",RFOBARTE
"Nov 19, 2022 @ 15:57:24.796",sps08,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668891444.796057, ""time"": 1668891444.796048}","-"
"Nov 19, 2022 @ 15:57:22.172","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663237^00900777770000585563^0033097486^00529^BG11293^SPS08^1^RFOBARTE",RFOBARTE
"Nov 19, 2022 @ 15:57:21.172","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663239^00900777770000523794^0035126192^00123^BG12489^SPS03^4^RFOCLARK",RFOCLARK
"Nov 19, 2022 @ 15:57:20.591",sps04,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668891440.591792, ""time"": 1668891440.591781}","-"
"Nov 19, 2022 @ 15:57:15.317","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000598751^0037881117^00264^BG09369^SPS04^2^RFOCARSOS",RFOCARSOS
"Nov 19, 2022 @ 15:57:12.848","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663239^00900777770000569847^0035126192^02206^BG13235^SPS03^1^RFOCLARK",RFOCLARK
"Nov 19, 2022 @ 15:57:11.828","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000598751^0037881117^00277^BG09534^SPS04^2^RFOCARSOS",RFOCARSOS
"Nov 19, 2022 @ 15:57:08.176","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000521526^0037881117^00894^BG11428^SPS01^2^rfogatli",rfogatli
"Nov 19, 2022 @ 15:57:07.265","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000529600^0037881117^00632^BG11604^SPS04^2^RFOCARSOS",RFOCARSOS
"Nov 19, 2022 @ 15:57:04.588","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000596396^0037881117^00291^BG11391^SPS01^1^rfogatli",rfogatli
"Nov 19, 2022 @ 15:57:04.560",sps09,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668891424.560329, ""time"": 1668891424.56032}","-"
"Nov 19, 2022 @ 15:57:00.951",sps01,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668891420.951025, ""time"": 1668891420.951014}","-"
"Nov 19, 2022 @ 15:57:00.779","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663237^00900777770000585563^0033097486^00223^BG10063^SPS09^1^rfostift",rfostift
"Nov 19, 2022 @ 15:56:59.660","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8664006^00900777770000573653^0033123498^00412^BG09414^SPS04^2^RFOCARSOS",RFOCARSOS
"Nov 19, 2022 @ 15:56:58.101","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663237^00900777770000585563^0033097486^02319^BG09378^SPS09^1^rfostift",rfostift
"Nov 19, 2022 @ 15:56:57.409","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663573^00900777770000521526^0037881117^02238^BG09940^SPS01^3^rfogatli",rfogatli
"Nov 19, 2022 @ 15:56:52.533","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8663239^00900777770000523794^0035126192^00472^BG09695^SPS04^3^RFOCARSOS",RFOCARSOS
