"@timestamp","system_name",message,"operator_id"
"Nov 24, 2022 @ 07:59:06.796","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^00320^BG09831^SPS02^1^rfopetfo",rfopetfo
"Nov 24, 2022 @ 07:58:55.701","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8657927^00600888880000415046^0004965698^02251^BG12249^SPS02^1^rfopetfo",rfopetfo
"Nov 24, 2022 @ 07:58:08.811","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^02435^BG11293^SPS03^1^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:58:03.862","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^00509^BG09436^SPS03^1^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:57:57.934","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686660^00900777770000617384^0037738424^02435^BG11293^SPS03^1^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:57:52.308","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686660^00900777770000617384^0037738424^02428^BG11753^SPS03^1^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:57:46.739","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8657927^00600888880000415046^0004965698^00309^BG12696^SPS03^2^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:57:40.789","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8657927^00600888880000415046^0004965698^00205^BG12135^SPS03^2^rfoswasey",rfoswasey
"Nov 24, 2022 @ 07:57:35.662","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^00264^BG09413^SPS04^1^rfoghart",rfoghart
"Nov 24, 2022 @ 07:57:01.265","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^00098^BG11286^SPS05^3^rfoswase",rfoswase
"Nov 24, 2022 @ 07:56:51.848","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8657928^00600888880000476827^0034246157^00208^BG12520^SPS05^2^rfoswase",rfoswase
"Nov 24, 2022 @ 07:56:47.652","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000491720^0037889516^02364^BG11253^SPS01^3^rfoghart",rfoghart
"Nov 24, 2022 @ 07:56:45.781","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8657928^00600888880000476827^0034246157^00675^BG12212^SPS05^1^rfoswase",rfoswase
"Nov 24, 2022 @ 07:56:42.414","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000491720^0037889516^02154^BG09446^SPS01^2^rfoghart",rfoghart
"Nov 24, 2022 @ 07:56:05.001","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8658082^00600888880000419779^0037889532^02088^BG11335^SPS06^2^rfoswasey",rfoswasey
