"@timestamp","system_name",message,"operator_id"
"Nov 13, 2022 @ 23:59:59.395","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606174^00600888880000491048^0037062080^00107^BG12244^SPS10^1^MAZZA",MAZZA
"Nov 13, 2022 @ 23:59:54.322","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606174^00600888880000425043^0037061959^00730^BG12349^SPS08^1^RFOKSB216",RFOKSB216
"Nov 13, 2022 @ 23:59:51.712","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606174^00600888880000435877^0037075801^02332^BG09529^SPS02^2^MARTIC",MARTIC
"Nov 13, 2022 @ 23:59:47.444","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8605912^00600888880000484667^0037842119^02147^BG10066^SPS10^1^MAZZA",MAZZA
"Nov 13, 2022 @ 23:59:44.251","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607140^00600888880000484027^0036063766^00157^BG11981^SPS01^1^RFOAMART",RFOAMART
"Nov 13, 2022 @ 23:59:38.187","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606230^00600888880000433095^0037679206^00470^BG12498^SPS06^1^RFOKSB212",RFOKSB212
"Nov 13, 2022 @ 23:59:33.321","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607304^00600888880000480197^0037608890^00759^BG10017^SPS10^1^MAZZA",MAZZA
"Nov 13, 2022 @ 23:59:20.475","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607140^00600888880000484027^0036063766^00335^BG09504^SPS02^1^MARTIC",MARTIC
"Nov 13, 2022 @ 23:59:20.343","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607105^00600888880000408716^0037854999^00264^BG09868^SPS04^2^JONESZA",JONESZA
"Nov 13, 2022 @ 23:59:19.369","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606174^00600888880000425043^0037061959^02282^BG09464^SPS10^1^MAZZA",MAZZA
"Nov 13, 2022 @ 23:59:17.179","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607140^00600888880000484027^0036063766^00367^BG09509^SPS02^1^MARTIC",MARTIC
"Nov 13, 2022 @ 23:59:14.265","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606881^00600888880000467177^0037616554^00306^BG12141^SPS08^2^RFOKSB216",RFOKSB216
"Nov 13, 2022 @ 23:59:13.309","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606178^00600888880000446587^0037782240^00217^BG11317^SPS01^1^RFOAMART",RFOAMART
"Nov 13, 2022 @ 23:59:11.875","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607010^00600888880000463417^0037614575^02562^BG12729^SPS04^1^JONESZA",JONESZA
"Nov 13, 2022 @ 23:59:09.779","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606843^00600888880000465317^0037822095^02094^BG12523^SPS10^2^MAZZA",MAZZA
"Nov 13, 2022 @ 23:59:07.118","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8605920^00600888880000402579^0037725041^02330^BG11243^SPS01^2^RFOAMART",RFOAMART
"Nov 13, 2022 @ 23:58:56.934","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607105^00600888880000408716^0037854999^00675^BG12728^SPS05^1^RATLI",RATLI
"Nov 13, 2022 @ 23:58:51.199","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607010^00600888880000463417^0037614575^02739^BG09414^SPS05^2^RATLI",RATLI
"Nov 13, 2022 @ 23:58:49.435","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606669^00600888880000428921^0037651304^00638^BG11501^SPS01^1^RFOAMART",RFOAMART
"Nov 13, 2022 @ 23:58:47.210","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607010^00600888880000463417^0037614575^02589^BG10070^SPS05^2^RATLI",RATLI
"Nov 13, 2022 @ 23:58:44.066","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8605920^00600888880000402579^0037725041^02427^BG09854^SPS02^2^MARTIC",MARTIC
"Nov 13, 2022 @ 23:58:41.893","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607105^00600888880000403621^0037854973^02125^BG11226^SPS08^1^RFOKSB216",RFOKSB216
"Nov 13, 2022 @ 23:58:41.766","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606208^00600888880000457467^0037099140^02011^BG11994^SPS07^1^rfoksb159",rfoksb159
"Nov 13, 2022 @ 23:58:40.617","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607010^00600888880000463417^0037614575^02772^BG09430^SPS05^3^RATLI",RATLI
"Nov 13, 2022 @ 23:58:39.085","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8605920^00600888880000402579^0037725041^02296^BG11222^SPS02^1^MARTIC",MARTIC
"Nov 13, 2022 @ 23:58:35.263","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607140^00600888880000484027^0036063766^00254^BG13263^SPS04^1^JONESZA",JONESZA
"Nov 13, 2022 @ 23:58:35.190","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606347^00600888880000463647^0037397387^02030^BG09399^SPS08^1^RFOKSB216",RFOKSB216
"Nov 13, 2022 @ 23:58:34.877","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606881^00600888880000467177^0037616554^02105^BG11496^SPS10^1^MAZZA",MAZZA
"Nov 13, 2022 @ 23:58:32.916","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8606347^00600888880000463647^0037397387^02035^BG09865^SPS08^1^RFOKSB216",RFOKSB216
"Nov 13, 2022 @ 23:58:30.778","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607010^00600888880000463417^0037614575^03878^BG11352^SPS05^1^RATLI",RATLI
"Nov 13, 2022 @ 23:58:28.343","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8605870^00600888880000491011^0037728607^02379^BG09401^SPS07^1^rfoksb159",rfoksb159
"Nov 13, 2022 @ 23:58:19.861","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8607105^00600888880000403621^0037854973^00129^BG09934^SPS09^2^EDWAR",EDWAR
