"@timestamp","system_name",message,"operator_id"
"Nov 20, 2022 @ 15:52:04.998",sps10,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977524.997991, ""time"": 1668977524.997979}","-"
"Nov 20, 2022 @ 15:51:38.726",sps01,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977498.726578, ""time"": 1668977498.726568}","-"
"Nov 20, 2022 @ 15:51:38.692",sps05,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977498.692215, ""time"": 1668977498.692205}","-"
"Nov 20, 2022 @ 15:51:37.445",sps03,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977497.44494, ""time"": 1668977497.444931}","-"
"Nov 20, 2022 @ 15:51:18.403",sps04,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977478.403321, ""time"": 1668977478.403312}","-"
"Nov 20, 2022 @ 15:51:13.289",sps06,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977473.289779, ""time"": 1668977473.289762}","-"
"Nov 20, 2022 @ 15:51:07.957",sps09,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977467.957763, ""time"": 1668977467.957755}","-"
"Nov 20, 2022 @ 15:51:03.006",sps08,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977463.006407, ""time"": 1668977463.006396}","-"
"Nov 20, 2022 @ 15:50:24.735",sps02,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977424.735611, ""time"": 1668977424.735588}","-"
"Nov 20, 2022 @ 15:50:01.978",sps07,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668977401.978536, ""time"": 1668977401.978511}","-"
"Nov 20, 2022 @ 14:50:17.395",bcs2,"{""message_type"": ""user_login"", ""user_id"": ""rfolong"", ""event_time"": 1668973817.395019, ""time"": 1668973817.395004}","-"
"Nov 20, 2022 @ 14:47:04.957",sps02,"{""message_type"": ""user_login"", ""user_id"": ""rfobalucan"", ""event_time"": 1668973624.957907, ""time"": 1668973624.957897}","-"
"Nov 20, 2022 @ 14:47:03.197","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8670126^00600888880000456887^0035514447^02345^BG12582^SPS07^1^rfotfarr",rfotfarr
"Nov 20, 2022 @ 14:46:45.391",sps02,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668973605.391097, ""time"": 1668973605.39108}","-"
"Nov 20, 2022 @ 14:45:25.855",sps03,"{""message_type"": ""user_login"", ""user_id"": ""rfotalib"", ""event_time"": 1668973525.855033, ""time"": 1668973525.855025}","-"
"Nov 20, 2022 @ 14:45:18.667",sps03,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1668973518.667156, ""time"": 1668973518.667142}","-"
"Nov 20, 2022 @ 14:28:43.625","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8668997^00600888880000401141^0037717964^00685^BG09323^SPS02^1^rfochan",rfochan
"Nov 20, 2022 @ 14:28:08.088","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669309^00600888880000456597^0035126424^02100^BG09400^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:28:06.265","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669309^00600888880000456597^0035126424^00893^BG11221^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:25:28.630","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669624^00600888880000412208^0036999142^02330^BG12303^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:21:10.837","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8668800^00600888880000474517^0037853686^02364^BG12571^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:20:59.614","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669534^00600888880000489717^0037639796^02364^BG12571^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:20:27.231","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669309^00600888880000456597^0035126424^02010^BG13272^SPS04^1^rfoghart",rfoghart
"Nov 20, 2022 @ 14:20:21.671","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669309^00600888880000456597^0035126424^00552^BG10100^SPS04^1^rfoghart",rfoghart
"Nov 20, 2022 @ 14:20:06.182","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669447^00600888880000463927^0037614005^03893^BG09531^SPS06^1^rfodemar",rfodemar
"Nov 20, 2022 @ 14:20:03.106","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669447^00600888880000463927^0037614005^02524^BG09544^SPS06^2^rfodemar",rfodemar
"Nov 20, 2022 @ 14:18:40.738","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8668800^00600888880000474517^0037853686^02165^BG09396^SPS08^1^rfoniver",rfoniver
"Nov 20, 2022 @ 14:18:33.189","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669988^00600888880000448907^0037062072^02451^BG09935^SPS08^1^rfoniver",rfoniver
"Nov 20, 2022 @ 14:18:25.660","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669077^00600888880000427077^0037095619^00893^BG11221^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:18:21.343","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669401^00600888880000473027^0037174190^02891^BG11286^SPS06^3^rfodemar",rfodemar
"Nov 20, 2022 @ 14:18:13.043","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669401^00600888880000473027^0037174190^02542^BG09863^SPS06^2^rfodemar",rfodemar
"Nov 20, 2022 @ 14:17:57.243","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669988^00600888880000448907^0037062072^02019^BG09477^SPS10^1^rfoswasey",rfoswasey
"Nov 20, 2022 @ 14:17:54.386","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669401^00600888880000473027^0037174190^02523^BG09346^SPS07^3^rfotfarr",rfotfarr
"Nov 20, 2022 @ 14:17:48.057","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669401^00600888880000473027^0037174190^02880^BG09866^SPS07^2^rfotfarr",rfotfarr
"Nov 20, 2022 @ 14:17:34.455","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669115^00600888880000457177^0037075223^00458^BG12735^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:17:28.205","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8668893^00600888880000478987^0037093184^00841^BG12732^SPS03^1^rfobalucan",rfobalucan
"Nov 20, 2022 @ 14:17:27.774","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669115^00600888880000457177^0037075223^00476^BG09811^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:17:20.710","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669701^00600888880000448607^0037851482^00140^BG12079^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:17:03.174",bcs2,"{""message_type"": ""user_login"", ""user_id"": ""rfolong"", ""event_time"": 1668971823.17426, ""time"": 1668971823.174244}","-"
"Nov 20, 2022 @ 14:16:59.166","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669660^00600888880000401825^0037881307^00836^BG13245^SPS03^1^rfobalucan",rfobalucan
"Nov 20, 2022 @ 14:16:57.491","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669626^00600888880000400018^0037393154^02023^BG12572^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:16:53.083","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8670092^00600888880000418343^0037596749^02165^BG09396^SPS08^1^rfoniver",rfoniver
"Nov 20, 2022 @ 14:16:44.784","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669401^00600888880000473027^0037174190^02105^BG12520^SPS10^3^rfoswasey",rfoswasey
"Nov 20, 2022 @ 14:16:42.357","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669801^00600888880000478167^0037075934^02330^BG12303^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:16:16.586","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669230^00600888880000422484^0037126109^00345^BG09481^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:16:15.457","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669356^00600888880000448897^0037378577^02238^BG10019^SPS01^1^rfoander",rfoander
"Nov 20, 2022 @ 14:16:07.289","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8669496^00600888880000422021^0037094497^02142^BG12202^SPS01^1^rfoander",rfoander
