"@timestamp","system_name",message,"operator_id"
"Nov 15, 2022 @ 07:59:58.233","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613334^00600888880000417452^0037808326^00662^BG09354^SPS01^1^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:56.989","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614272^00900777770000556523^0034913228^02349^BG11925^SPS02^2^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:55.560","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8621254^00600888880000411362^0037090479^00425^BG09958^SPS05^4^RFOSTOTT",RFOSTOTT
"Nov 15, 2022 @ 07:59:54.977","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613334^00600888880000417452^0037808326^02251^BG11794^SPS01^1^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:51.397","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614272^00900777770000556523^0034913228^00320^BG13271^SPS02^2^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:48.880","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613782^00900777770000607171^0037607488^00090^BG11607^SPS08^1^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:47.910","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614272^00900777770000556523^0034913228^00596^BG13253^SPS02^2^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:42.491","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613782^00900777770000607171^0037607488^00205^BG09472^SPS08^1^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:41.381","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614017^00600888880000460367^0037603768^00633^BG12446^SPS02^1^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:37.475","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613883^00900777770000578104^0037674272^00312^BG13236^SPS09^1^rfowadew",rfowadew
"Nov 15, 2022 @ 07:59:37.066","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8579770CV^00600888880000424604^0037090479^00576^BG11989^SPS08^1^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:36.228","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613131^00600888880000458007^0037864915^02420^BG12738^SPS03^2^RFOJTTEP",RFOJTTEP
"Nov 15, 2022 @ 07:59:33.725","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613334^00600888880000417452^0037808326^02427^BG11865^SPS02^1^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:32.990","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613865^00600888880000415996^0037722675^00076^BG09510^SPS07^1^rfocass",rfocass
"Nov 15, 2022 @ 07:59:31.438","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8621254^00600888880000424604^0037090479^00306^BG09853^SPS08^2^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:31.048","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613334^00600888880000417452^0037808326^00115^BG12435^SPS02^1^rfokratzbe",rfokratzbe
"Nov 15, 2022 @ 07:59:30.137","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614260^00900777770000555769^0037698677^02374^BG09868^SPS09^1^rfowadew",rfowadew
"Nov 15, 2022 @ 07:59:25.912","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614272^00900777770000556523^0034913228^00841^BG12732^SPS03^2^RFOJTTEP",RFOJTTEP
"Nov 15, 2022 @ 07:59:23.408","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614457^00900777770000568390^0037515111^00288^BG11652^SPS01^2^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:20.400","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614272^00900777770000556523^0034913228^02231^BG11371^SPS03^4^RFOJTTEP",RFOJTTEP
"Nov 15, 2022 @ 07:59:17.951","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614019^00600888880000438597^0037135266^02703^BG09324^SPS07^2^rfocass",rfocass
"Nov 15, 2022 @ 07:59:16.613","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614191^00600888880000483287^0038236147^03895^BG09451^SPS04^1^rfogarrej",rfogarrej
"Nov 15, 2022 @ 07:59:14.929","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613865^00600888880000415996^0037722675^00487^BG12737^SPS08^2^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:14.609","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613883^00900777770000578104^0037674272^02268^BG12495^SPS10^1^gilli",gilli
"Nov 15, 2022 @ 07:59:12.461","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613823^00900777770000610431^0037794575^00638^BG12526^SPS01^1^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:11.513","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613131^00600888880000418962^0037864915^00666^BG11430^SPS07^1^rfocass",rfocass
"Nov 15, 2022 @ 07:59:11.489","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613374^00900777770000520084^0036569028^02112^BG09822^SPS10^1^gilli",gilli
"Nov 15, 2022 @ 07:59:09.858","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613865^00600888880000415996^0037722675^00646^BG09495^SPS08^1^rfkscottd",rfkscottd
"Nov 15, 2022 @ 07:59:09.521","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613823^00900777770000610431^0037794575^00846^BG09384^SPS01^1^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:06.599","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8613823^00900777770000610431^0037794575^00638^BG12526^SPS01^1^rfomiam",rfomiam
"Nov 15, 2022 @ 07:59:06.296","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8614457^00900777770000568390^0037515111^02332^BG09487^SPS02^1^rfokratzbe",rfokratzbe
