"@timestamp","system_name",message,"operator_id"
"Nov 22, 2022 @ 23:59:57.910","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686778^00900777770000578262^0037136454^02345^BG11811^SPS07^4^rfomcfad",rfomcfad
"Nov 22, 2022 @ 23:59:55.711","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686888^00600888880000465347^0037881224^00223^BG09396^SPS09^1^rf0321",rf0321
"Nov 22, 2022 @ 23:59:55.075","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683450^00600888880000491654^0037865342^02334^BG10066^SPS03^4^rfoparke",rfoparke
"Nov 22, 2022 @ 23:59:54.809","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8684379^00600888880000413827^0037881240^00375^BG09500^SPS07^1^rfomcfad",rfomcfad
"Nov 22, 2022 @ 23:59:52.487","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683796^00600888880000424567^0037856416^00516^BG09426^SPS02^1^MAZZA",MAZZA
"Nov 22, 2022 @ 23:59:50.318","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686778^00900777770000578262^0037136454^02345^BG11811^SPS07^4^rfomcfad",rfomcfad
"Nov 22, 2022 @ 23:59:47.078","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683796^00600888880000424567^0037856416^00633^BG11352^SPS02^1^MAZZA",MAZZA
"Nov 22, 2022 @ 23:59:46.275","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8684348^00600888880000491459^0037737814^00258^BG11541^SPS06^1^rf0319rf0319",rf0319rf0319
"Nov 22, 2022 @ 23:59:44.152","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686778^00900777770000578262^0037136454^02345^BG11811^SPS07^4^rfomcfad",rfomcfad
"Nov 22, 2022 @ 23:59:42.256","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8686888^00600888880000465347^0037881224^00312^BG09841^SPS09^1^rf0321",rf0321
"Nov 22, 2022 @ 23:59:42.194","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8684475^00600888880000424339^0037114238^00581^BG11235^SPS09^2^rf0321",rf0321
"Nov 22, 2022 @ 23:59:40.884","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683796^00600888880000424567^0037856416^00228^BG09354^SPS02^1^MAZZA",MAZZA
"Nov 22, 2022 @ 23:59:34.025","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683796^00600888880000424567^0037856416^00315^BG11338^SPS02^1^MAZZA",MAZZA
"Nov 22, 2022 @ 23:59:29.489","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683727^00600888880000425179^0035459270^03894^BG11238^SPS06^1^rf0319rf0319",rf0319rf0319
"Nov 22, 2022 @ 23:59:26.965","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8683635^00600888880000406615^0037808318^00115^BG09482^SPS06^1^rf0319rf0319",rf0319rf0319
