"@timestamp","system_name",message,"operator_id"
"Nov 9, 2022 @ 15:59:59.863","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560712^00900777770000581670^0038175808^02834^BG09526^SPS06^1^weiga",weiga
"Nov 9, 2022 @ 15:59:58.808","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8561236^00600888880000477697^0037841574^02288^BG09849^SPS10^1^rfoksa031",rfoksa031
"Nov 9, 2022 @ 15:59:58.590","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8559801^00600888880000417437^0037728615^00208^BG11295^SPS05^1^rfopetfo",rfopetfo
"Nov 9, 2022 @ 15:59:58.249","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8559904^00600888880000409041^0037076130^00431^BG12123^SPS09^1^rf0255",rf0255
"Nov 9, 2022 @ 15:59:57.999","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560712^00900777770000519109^0038175808^02734^BG11871^SPS04^1^RFOSTOTT",RFOSTOTT
"Nov 9, 2022 @ 15:59:55.152","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560954^00900777770000594709^0036078814^00576^BG09439^SPS08^2^RFOBARTE",RFOBARTE
"Nov 9, 2022 @ 15:59:55.101","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560998^00600888880000444767^0037098779^00277^BG09543^SPS04^1^RFOSTOTT",RFOSTOTT
"Nov 9, 2022 @ 15:59:54.638","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560692^00600888880000410994^0037842242^00280^BG11371^SPS01^3^rfogarrej",rfogarrej
"Nov 9, 2022 @ 15:59:53.946","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560500^00600888880000442797^0037844859^02384^BG09539^SPS03^1^rfobrech",rfobrech
"Nov 9, 2022 @ 15:59:53.285","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560712^00900777770000581670^0038175808^02834^BG09526^SPS06^1^weiga",weiga
"Nov 9, 2022 @ 15:59:50.264","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560998^00600888880000444767^0037098779^00254^BG12080^SPS04^1^RFOSTOTT",RFOSTOTT
"Nov 9, 2022 @ 15:59:49.605","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8560692^00600888880000410994^0037842242^00280^BG11371^SPS01^4^rfogarrej",rfogarrej
