"@timestamp","system_name",message,"operator_id"
"Dec 6, 2022 @ 23:59:55.166","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759206^00600888880000402103^0038084422^00442^BG09335^SPS04^4^rforuizord",rforuizord
"Dec 6, 2022 @ 23:59:50.340","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759206^00600888880000475047^0038084422^00648^BG11397^SPS06^2^rfofield",rfofield
"Dec 6, 2022 @ 23:59:48.423","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759206^00600888880000402103^0038084422^00632^BG09395^SPS04^2^rforuizord",rforuizord
"Dec 6, 2022 @ 23:59:45.883","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759442^00600888880000479987^0037075264^00225^BG12393^SPS03^1^rfomarqu",rfomarqu
"Dec 6, 2022 @ 23:59:44.217","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8756513^00900777770000603128^0035111533^02022^BG09832^SPS02^2^rforhode",rforhode
"Dec 6, 2022 @ 23:59:41.985","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759349^00600888880000491874^0037718103^00310^BG12613^SPS06^1^rfofield",rfofield
"Dec 6, 2022 @ 23:59:41.817","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759206^00600888880000423112^0038084422^02145^BG12126^SPS06^1^rfofield",rfofield
"Dec 6, 2022 @ 23:59:41.528","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759442^00600888880000479987^0037075264^00442^BG09335^SPS04^1^rforuizord",rforuizord
"Dec 6, 2022 @ 23:59:40.296","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759378^00600888880000479297^0037766540^03889^BG09387^SPS05^1^RFOPACHE",RFOPACHE
"Dec 6, 2022 @ 23:59:39.269","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8756513^00900777770000603128^0035111533^02022^BG09832^SPS02^4^rforhode",rforhode
"Dec 6, 2022 @ 23:59:36.896",sps02,"{""reason"": ""user"", ""message_type"": ""user_logout"", ""event_time"": 1670389176.896673, ""time"": 1670389176.896659}","-"
"Dec 6, 2022 @ 23:59:34.939","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759798^00900777770000606435^0037737749^00205^BG12249^SPS03^1^rfomarqu",rfomarqu
"Dec 6, 2022 @ 23:59:28.466","-","OB1-Interface: Queuing message to send to the WMS: PICKCOMPLETE:8759234^00600888880000454557^0037171774^00306^BG12149^SPS03^1^rfomarqu",rfomarqu
